frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.43812,0.26188136
0.5,0.1234561228794666,0.026390543895038823
1.0,0.061246870575588516,0.03750555149542375
1.5,0.06152113541150068,0.04687206586222457
2.0,0.03834573004074009,0.07196070528604721
2.5,0.026150250320773078,0.1535318949052523
3.0,0.14450368375149558,1.721903969593521
3.5,0.0729647571879754,0.18907291785595465
4.0,0.03908344726322695,0.08962455084208655
4.5,0.017586055379169404,0.06153322939828577
5.0,0.011726387024084507,0.05270194484891591
5.5,0.03352039430642181,0.053993448149432084
6.0,0.04094831592383352,0.12971741047528298
6.5,0.02541756348471072,0.016972325797270822
7.0,0.01519187880056789,0.015322793249602186
7.5,0.007990818018605482,0.013981161069981365
8.0,0.003382986852801993,0.012086915415663126
8.5,0.01874366482377152,0.010837985535469712
9.0,0.05450788306111361,0.014503702372877278
9.5,0.030449681185470368,0.02408347339480896
10.0,0.02293884668870683,0.017174204653041463
