frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.587186,0.026190719999999994
0.5,0.024109688561875606,0.032759394348706575
1.0,0.007968882590623833,0.013909493610829275
1.5,0.01480158160380454,0.06886035757484076
2.0,0.02017840204369016,1.8705054932185765
2.5,0.008712554384601908,0.09483233331261821
3.0,0.006719639296269982,0.040437110905057284
3.5,0.00835449255531114,0.047005239120915636
4.0,0.01932423849549851,0.02248423711408931
4.5,0.010828692063503257,0.024190705683007137
5.0,0.014099943848698828,0.02011115972377453
5.5,0.021687884566558808,0.019771418184861406
6.0,0.041407407938979734,0.050027469958103116
6.5,0.03879211264332347,0.011489911417488313
7.0,0.0432624791541878,0.011409254252315761
7.5,0.08135744212337959,0.010974690184339324
8.0,0.29288823507228273,0.01119944826174116
8.5,0.04880043782234503,0.007724296428314388
9.0,0.019349235155322993,0.009777611612647147
9.5,0.014583241283910368,0.007035517543151293
10.0,0.02458046775848143,0.004049326274109639
