frequency_hz,amplitude_ch1,amplitude_ch2
0.0,1.05393216,0.019505199999999997
0.5,0.0139086216686092,0.09065720843058565
1.0,0.016409612949210603,0.0525234434030055
1.5,0.020968478786418245,0.3120801877900643
2.0,0.001990978435527371,0.2196269017606174
2.5,0.016969503696154003,0.07797107655175407
3.0,0.01094902973634437,0.046017902946830815
3.5,0.04563360863528681,0.024781055464999646
4.0,0.008277239107661547,0.02292437892169614
4.5,0.0222363448191173,0.07442992078470631
5.0,0.08838092043334206,1.5914334098826064
5.5,0.046227801545684184,0.1776064547592719
6.0,0.05027714541270469,0.10599997990328741
6.5,0.028259262436676362,0.05987725698147814
7.0,0.029387120909972083,0.028784916182368968
7.5,0.07315959088811629,0.05086431935656594
8.0,0.5007455683656244,0.12010572443405984
8.5,0.06909352825785084,0.051524422289973
9.0,0.01844607451187696,0.029950412335420545
9.5,0.01940031679196474,0.03379075460391431
10.0,0.033136435204470176,0.030256505273124217
