frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.7846671199999999,0.0325392
0.5,0.07970612876736553,0.12328337274027434
1.0,0.006505397629754402,0.22321474511472186
1.5,0.04226578040026863,0.3748124753103716
2.0,0.03870084249055218,0.04146756510105286
2.5,0.0857892496359803,0.05960354717095701
3.0,0.06983663216594221,0.09393088818805598
3.5,0.058655429768099114,0.20619203947155806
4.0,0.06612130162090164,1.4902507310011974
4.5,0.07015709952457375,0.349877320163468
5.0,0.05555044868053853,0.1632555057248973
5.5,0.09326669841482313,0.10223374664979136
6.0,0.01670657554220383,0.0786866235505512
6.5,0.041971088107179554,0.08012224375271464
7.0,0.0841309700837881,0.17155033569447417
7.5,0.05897045624491398,0.07433231096305559
8.0,0.0470519379048817,0.05992304409336185
8.5,0.08375018301052943,0.05013778232997607
9.0,0.07446770881479531,0.042632505508207186
9.5,0.22382304475342552,0.009815972099953572
10.0,0.13355330331874704,0.04313800350289914
