frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.8660716799999999,0.32183919999999994
0.5,0.06585351571459584,0.006592177737423559
1.0,0.06076902533263466,0.010044327127219766
1.5,0.015481272942490205,0.10453074750005956
2.0,0.019393946826961057,0.01444222673430077
2.5,0.05712835310559849,0.03088391183842565
3.0,0.13870221657590123,1.703464862140444
3.5,0.049557124929541486,0.040347480934749394
4.0,0.011050168684028276,0.021684859073649816
4.5,0.01662317835504754,0.07892036173079713
5.0,0.0032578468744433077,0.017598076434032293
5.5,0.012502996617996186,0.005906932888026181
6.0,0.03725193316179124,0.10887098050698349
6.5,0.018116587123807114,0.0019120728328146403
7.0,0.009487200869942694,0.0035964030314923124
7.5,0.015009876731962427,0.01819318884626694
8.0,0.004235145215246796,0.0015515062570058706
8.5,0.0089465108827506,0.0059894286788801775
9.0,0.05936477692550525,0.02724199963675793
9.5,0.014399181116106453,0.0025650627209665975
10.0,0.011321279143872171,0.0003339215324212243
