frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.66179792,0.0490472
0.5,0.23412939875125077,0.054541692767026084
1.0,0.1263513145740351,0.15437283867423943
1.5,0.10116784152847577,0.41459055307984555
2.0,0.02823760133794465,0.12734942669617455
2.5,0.07695648930744736,0.11184870276030692
3.0,0.03963197422628799,0.06566578964837856
3.5,0.035723297469350546,0.10387360755426425
4.0,0.10943533213941337,1.5615256258562815
4.5,0.013970709329990998,0.0658432895101356
5.0,0.019091183550751904,0.03189017942917304
5.5,0.028652155235786483,0.0371128455325085
6.0,0.0181401465244375,0.03923945983126034
6.5,0.029638550402299534,0.11615865710763859
7.0,0.02457783331097469,0.07949423805538122
7.5,0.011641190440701629,0.02396740946570152
8.0,0.03475469210464601,0.016736898132385065
8.5,0.0229883924438937,0.010112917202422921
9.0,0.016889070858358494,0.0024341921545060472
9.5,0.045021488416615005,0.051880602070688356
10.0,0.011015391104076434,0.015532177219624901
