frequency_hz,amplitude_ch1,amplitude_ch2
0.0,1.0424963200000001,0.0907704
0.5,0.12770160341331455,0.05005515689724294
1.0,0.06708898967850303,0.04560097218025992
1.5,0.08299080134950436,0.10617215537188003
2.0,0.2961547999239762,1.8300611564537317
2.5,0.041400896538935264,0.10393976038758766
3.0,0.012289322011992643,0.05764670609411482
3.5,0.012951438128026167,0.0437508828514588
4.0,0.03817397353196093,0.031103510645525124
4.5,0.01625603907349501,0.02389846185962422
5.0,0.017239159300282986,0.021598302708555703
5.5,0.05016504192769022,0.016705281751902622
6.0,0.14680321545320288,0.0508539854718497
6.5,0.008477566915449812,0.021267262536506595
7.0,0.011474563531728984,0.01838027121617101
7.5,0.01800687856979997,0.018191020104002604
8.0,0.01850428018291462,0.006753400624856429
8.5,0.007049055324769994,0.011639309483362342
9.0,0.00861290528727419,0.012615420015329868
9.5,0.028325717553204115,0.015182259159428724
10.0,0.06137236772595195,0.0016628336087409752
