"Model","Xviewer"
"BlockNumber","1"
"TraceName","CH1","CH2",
BlockSize,125000,125000,
Date,2026/03/18,2026/03/18,
Time,13:32:42.000000,13:32:42.000000,
VUnit,V,V,
HResolution,1.600000e-05,1.600000e-05,
HOffset,-1.999984e+00,-1.999984e+00,
HUnit,s,s,
,0.98875,-1.84375
,0.965,-1.796875
,1.018125,-1.796875
,0.9625,-1.753125
,1.01375,-1.771875
,1.07375,-1.684375
,0.995,-1.915625
,1.034375,-1.771875
,1.023125,-1.9
,1.02375,-1.721875
,1.07375,-1.896875
,1.114375,-1.990625
,1.075625,-1.634375
,1.06,-1.7125
,1.04875,-1.821875
,1.05625,-1.73125
,1.048125,-1.665625
,1.021875,-1.65
,1.019375,-1.65
,1.11,-1.73125
,1.019375,-1.74375
,1.115625,-1.753125
,1.,-1.73125
,1.05375,-1.65
,1.025,-1.7
,1.076875,-1.93125
,1.035625,-1.603125
,1.02,-1.73125
,1.074375,-1.64375
,0.9675,-1.9125
,0.9275,-1.709375
,1.035,-1.771875
,1.0175,-1.79375
,0.94,-1.696875
,0.988125,-1.809375
,1.02875,-1.809375
,1.03375,-1.634375
,1.05,-1.6375
,1.069375,-1.90625
,1.075625,-1.721875
,1.035625,-1.671875
,1.034375,-1.721875
,1.005,-1.771875
,0.98625,-1.85
,0.998125,-1.765625
,1.,-1.778125
,1.02125,-1.678125
,1.009375,-1.89375
,1.01125,-1.634375
,0.96125,-1.809375
,1.0375,-1.740625
,0.976875,-1.984375
,0.975625,-1.725
,1.025,-1.7
,0.9675,-1.7125
,1.035,-1.959375
,1.009375,-1.753125
,1.0225,-1.684375
,0.96625,-1.659375
,0.9275,-1.796875
,1.0075,-1.721875
,1.004375,-1.73125
,1.004375,-1.64375
,0.915625,-1.675
,0.995625,-1.7625
,1.034375,-1.65
,0.965,-1.70625
,0.926875,-1.675
,0.94,-1.64375
,0.940625,-1.790625
,0.964375,-1.71875
,1.020625,-1.69375
,0.928125,-1.840625
,0.96875,-1.765625
,0.93625,-1.690625
,0.946875,-1.73125
,0.99,-1.68125
