File,,REFLECTIVITY.csv,,,,,,,,
Date/Time,,26-03-05/14:34,,,,,,,,
,,,,,,,,,,
Trace,,A,,,,,,,,
1544.11,-1.435926021,3.6650E-002,1544.11,3.6650E-002,1544.11,3.6650E-002,1544.11,3.6650E-002,1544.11,3.6650E-002
1544.18,-1.437826137,3.6490E-002,1544.18,3.6490E-002,1544.18,3.6490E-002,1544.18,3.6490E-002,1544.18,3.6490E-002
1544.25,-1.439017944,3.6390E-002,1544.25,3.6390E-002,1544.25,3.6390E-002,1544.25,3.6390E-002,1544.25,3.6390E-002
1544.32,-1.43985416,3.6320E-002,1544.32,3.6320E-002,1544.32,3.6320E-002,1544.32,3.6320E-002,1544.32,3.6320E-002
1544.39,-1.441651491,3.6170E-002,1544.39,3.6170E-002,1544.39,3.6170E-002,1544.39,3.6170E-002,1544.39,3.6170E-002
1544.46,-1.443215218,3.6040E-002,1544.46,3.6040E-002,1544.46,3.6040E-002,1544.46,3.6040E-002,1544.46,3.6040E-002
1544.53,-1.444059562,3.5970E-002,1544.53,3.5970E-002,1544.53,3.5970E-002,1544.53,3.5970E-002,1544.53,3.5970E-002
1544.6,-1.445268623,3.5870E-002,1544.6,3.5870E-002,1544.6,3.5870E-002,1544.6,3.5870E-002,1544.6,3.5870E-002
1544.67,-1.44660249,3.5760E-002,1544.67,3.5760E-002,1544.67,3.5760E-002,1544.67,3.5760E-002,1544.67,3.5760E-002
1544.74,-1.447940466,3.5650E-002,1544.74,3.5650E-002,1544.74,3.5650E-002,1544.74,3.5650E-002,1544.74,3.5650E-002
1544.81,-1.449404793,3.5530E-002,1544.81,3.5530E-002,1544.81,3.5530E-002,1544.81,3.5530E-002,1544.81,3.5530E-002
1544.88,-1.450874073,3.5410E-002,1544.88,3.5410E-002,1544.88,3.5410E-002,1544.88,3.5410E-002,1544.88,3.5410E-002
1544.95,-1.452717692,3.5260E-002,1544.95,3.5260E-002,1544.95,3.5260E-002,1544.95,3.5260E-002,1544.95,3.5260E-002
1545.02,-1.454198243,3.5140E-002,1545.02,3.5140E-002,1545.02,3.5140E-002,1545.02,3.5140E-002,1545.02,3.5140E-002
1545.09,-1.456056058,3.4990E-002,1545.09,3.4990E-002,1545.09,3.4990E-002,1545.09,3.4990E-002,1545.09,3.4990E-002
1545.16,-1.457672617,3.4860E-002,1545.16,3.4860E-002,1545.16,3.4860E-002,1545.16,3.4860E-002,1545.16,3.4860E-002
1545.23,-1.459295217,3.4730E-002,1545.23,3.4730E-002,1545.23,3.4730E-002,1545.23,3.4730E-002,1545.23,3.4730E-002
1545.3,-1.461677667,3.4540E-002,1545.3,3.4540E-002,1545.3,3.4540E-002,1545.3,3.4540E-002,1545.3,3.4540E-002
1545.37,-1.463441557,3.4400E-002,1545.37,3.4400E-002,1545.37,3.4400E-002,1545.37,3.4400E-002,1545.37,3.4400E-002
1545.44,-1.465846926,3.4210E-002,1545.44,3.4210E-002,1545.44,3.4210E-002,1545.44,3.4210E-002,1545.44,3.4210E-002
1545.51,-1.467882884,3.4050E-002,1545.51,3.4050E-002,1545.51,3.4050E-002,1545.51,3.4050E-002,1545.51,3.4050E-002
1545.58,-1.46967221,3.3910E-002,1545.58,3.3910E-002,1545.58,3.3910E-002,1545.58,3.3910E-002,1545.58,3.3910E-002
1545.65,-1.471726223,3.3750E-002,1545.65,3.3750E-002,1545.65,3.3750E-002,1545.65,3.3750E-002,1545.65,3.3750E-002
1545.72,-1.474048659,3.3570E-002,1545.72,3.3570E-002,1545.72,3.3570E-002,1545.72,3.3570E-002,1545.72,3.3570E-002
1545.79,-1.476513668,3.3380E-002,1545.79,3.3380E-002,1545.79,3.3380E-002,1545.79,3.3380E-002,1545.79,3.3380E-002
1545.86,-1.478992748,3.3190E-002,1545.86,3.3190E-002,1545.86,3.3190E-002,1545.86,3.3190E-002,1545.86,3.3190E-002
1545.93,-1.481222931,3.3020E-002,1545.93,3.3020E-002,1545.93,3.3020E-002,1545.93,3.3020E-002,1545.93,3.3020E-002
1546,-1.483332441,3.2860E-002,1546,3.2860E-002,1546,3.2860E-002,1546,3.2860E-002,1546,3.2860E-002
1546.07,-1.485850866,3.2670E-002,1546.07,3.2670E-002,1546.07,3.2670E-002,1546.07,3.2670E-002,1546.07,3.2670E-002
1546.14,-1.488785299,3.2450E-002,1546.14,3.2450E-002,1546.14,3.2450E-002,1546.14,3.2450E-002,1546.14,3.2450E-002
1546.21,-1.490394295,3.2330E-002,1546.21,3.2330E-002,1546.21,3.2330E-002,1546.21,3.2330E-002,1546.21,3.2330E-002
1546.28,-1.493089274,3.2130E-002,1546.28,3.2130E-002,1546.28,3.2130E-002,1546.28,3.2130E-002,1546.28,3.2130E-002
1546.35,-1.495393229,3.1960E-002,1546.35,3.1960E-002,1546.35,3.1960E-002,1546.35,3.1960E-002,1546.35,3.1960E-002
1546.42,-1.497709472,3.1790E-002,1546.42,3.1790E-002,1546.42,3.1790E-002,1546.42,3.1790E-002,1546.42,3.1790E-002
1546.49,-1.500863005,3.1560E-002,1546.49,3.1560E-002,1546.49,3.1560E-002,1546.49,3.1560E-002,1546.49,3.1560E-002
1546.56,-1.503347061,3.1380E-002,1546.56,3.1380E-002,1546.56,3.1380E-002,1546.56,3.1380E-002,1546.56,3.1380E-002
1546.63,-1.506681392,3.1140E-002,1546.63,3.1140E-002,1546.63,3.1140E-002,1546.63,3.1140E-002,1546.63,3.1140E-002
1546.7,-1.509479691,3.0940E-002,1546.7,3.0940E-002,1546.7,3.0940E-002,1546.7,3.0940E-002,1546.7,3.0940E-002
1546.77,-1.512296137,3.0740E-002,1546.77,3.0740E-002,1546.77,3.0740E-002,1546.77,3.0740E-002,1546.77,3.0740E-002
1546.84,-1.515273196,3.0530E-002,1546.84,3.0530E-002,1546.84,3.0530E-002,1546.84,3.0530E-002,1546.84,3.0530E-002
1546.91,-1.517984424,3.0340E-002,1546.91,3.0340E-002,1546.91,3.0340E-002,1546.91,3.0340E-002,1546.91,3.0340E-002
1546.98,-1.521000868,3.0130E-002,1546.98,3.0130E-002,1546.98,3.0130E-002,1546.98,3.0130E-002,1546.98,3.0130E-002
1547.05,-1.524183587,2.9910E-002,1547.05,2.9910E-002,1547.05,2.9910E-002,1547.05,2.9910E-002,1547.05,2.9910E-002
1547.12,-1.52651303,2.9750E-002,1547.12,2.9750E-002,1547.12,2.9750E-002,1547.12,2.9750E-002,1547.12,2.9750E-002
1547.19,-1.529736553,2.9530E-002,1547.19,2.9530E-002,1547.19,2.9530E-002,1547.19,2.9530E-002,1547.19,2.9530E-002
1547.26,-1.53253989,2.9340E-002,1547.26,2.9340E-002,1547.26,2.9340E-002,1547.26,2.9340E-002,1547.26,2.9340E-002
1547.33,-1.535659515,2.9130E-002,1547.33,2.9130E-002,1547.33,2.9130E-002,1547.33,2.9130E-002,1547.33,2.9130E-002
1547.4,-1.538201442,2.8960E-002,1547.4,2.8960E-002,1547.4,2.8960E-002,1547.4,2.8960E-002,1547.4,2.8960E-002
1547.47,-1.54090921,2.8780E-002,1547.47,2.8780E-002,1547.47,2.8780E-002,1547.47,2.8780E-002,1547.47,2.8780E-002
1547.54,-1.543785845,2.8590E-002,1547.54,2.8590E-002,1547.54,2.8590E-002,1547.54,2.8590E-002,1547.54,2.8590E-002
1547.61,-1.547293773,2.8360E-002,1547.61,2.8360E-002,1547.61,2.8360E-002,1547.61,2.8360E-002,1547.61,2.8360E-002
1547.68,-1.550213153,2.8170E-002,1547.68,2.8170E-002,1547.68,2.8170E-002,1547.68,2.8170E-002,1547.68,2.8170E-002
1547.75,-1.552841969,2.8000E-002,1547.75,2.8000E-002,1547.75,2.8000E-002,1547.75,2.8000E-002,1547.75,2.8000E-002
1547.82,-1.555642874,2.7820E-002,1547.82,2.7820E-002,1547.82,2.7820E-002,1547.82,2.7820E-002,1547.82,2.7820E-002
1547.89,-1.558933593,2.7610E-002,1547.89,2.7610E-002,1547.89,2.7610E-002,1547.89,2.7610E-002,1547.89,2.7610E-002
1547.96,-1.562090964,2.7410E-002,1547.96,2.7410E-002,1547.96,2.7410E-002,1547.96,2.7410E-002,1547.96,2.7410E-002
1548.03,-1.565431096,2.7200E-002,1548.03,2.7200E-002,1548.03,2.7200E-002,1548.03,2.7200E-002,1548.03,2.7200E-002
1548.1,-1.568636236,2.7000E-002,1548.1,2.7000E-002,1548.1,2.7000E-002,1548.1,2.7000E-002,1548.1,2.7000E-002
1548.17,-1.570893992,2.6860E-002,1548.17,2.6860E-002,1548.17,2.6860E-002,1548.17,2.6860E-002,1548.17,2.6860E-002
1548.24,-1.573814175,2.6680E-002,1548.24,2.6680E-002,1548.24,2.6680E-002,1548.24,2.6680E-002,1548.24,2.6680E-002
1548.31,-1.576918042,2.6490E-002,1548.31,2.6490E-002,1548.31,2.6490E-002,1548.31,2.6490E-002,1548.31,2.6490E-002
1548.38,-1.579549141,2.6330E-002,1548.38,2.6330E-002,1548.38,2.6330E-002,1548.38,2.6330E-002,1548.38,2.6330E-002
1548.45,-1.58236226,2.6160E-002,1548.45,2.6160E-002,1548.45,2.6160E-002,1548.45,2.6160E-002,1548.45,2.6160E-002
1548.52,-1.585026652,2.6000E-002,1548.52,2.6000E-002,1548.52,2.6000E-002,1548.52,2.6000E-002,1548.52,2.6000E-002
1548.59,-1.587539453,2.5850E-002,1548.59,2.5850E-002,1548.59,2.5850E-002,1548.59,2.5850E-002,1548.59,2.5850E-002
1548.66,-1.590404981,2.5680E-002,1548.66,2.5680E-002,1548.66,2.5680E-002,1548.66,2.5680E-002,1548.66,2.5680E-002
1548.73,-1.593289541,2.5510E-002,1548.73,2.5510E-002,1548.73,2.5510E-002,1548.73,2.5510E-002,1548.73,2.5510E-002
1548.8,-1.595337299,2.5390E-002,1548.8,2.5390E-002,1548.8,2.5390E-002,1548.8,2.5390E-002,1548.8,2.5390E-002
1548.87,-1.598254918,2.5220E-002,1548.87,2.5220E-002,1548.87,2.5220E-002,1548.87,2.5220E-002,1548.87,2.5220E-002
1548.94,-1.600153287,2.5110E-002,1548.94,2.5110E-002,1548.94,2.5110E-002,1548.94,2.5110E-002,1548.94,2.5110E-002
1549.01,-1.602755419,2.4960E-002,1549.01,2.4960E-002,1549.01,2.4960E-002,1549.01,2.4960E-002,1549.01,2.4960E-002
1549.08,-1.605373236,2.4810E-002,1549.08,2.4810E-002,1549.08,2.4810E-002,1549.08,2.4810E-002,1549.08,2.4810E-002
1549.15,-1.608006928,2.4660E-002,1549.15,2.4660E-002,1549.15,2.4660E-002,1549.15,2.4660E-002,1549.15,2.4660E-002
1549.22,-1.609948504,2.4550E-002,1549.22,2.4550E-002,1549.22,2.4550E-002,1549.22,2.4550E-002,1549.22,2.4550E-002
1549.29,-1.612966299,2.4380E-002,1549.29,2.4380E-002,1549.29,2.4380E-002,1549.29,2.4380E-002,1549.29,2.4380E-002
1549.36,-1.615646586,2.4230E-002,1549.36,2.4230E-002,1549.36,2.4230E-002,1549.36,2.4230E-002,1549.36,2.4230E-002
1549.43,-1.618343517,2.4080E-002,1549.43,2.4080E-002,1549.43,2.4080E-002,1549.43,2.4080E-002,1549.43,2.4080E-002
1549.5,-1.621057301,2.3930E-002,1549.5,2.3930E-002,1549.5,2.3930E-002,1549.5,2.3930E-002,1549.5,2.3930E-002
1549.57,-1.622875958,2.3830E-002,1549.57,2.3830E-002,1549.57,2.3830E-002,1549.57,2.3830E-002,1549.57,2.3830E-002
1549.64,-1.625434939,2.3690E-002,1549.64,2.3690E-002,1549.64,2.3690E-002,1549.64,2.3690E-002,1549.64,2.3690E-002
1549.71,-1.627640417,2.3570E-002,1549.71,2.3570E-002,1549.71,2.3570E-002,1549.71,2.3570E-002,1549.71,2.3570E-002
1549.78,-1.62948691,2.3470E-002,1549.78,2.3470E-002,1549.78,2.3470E-002,1549.78,2.3470E-002,1549.78,2.3470E-002
1549.85,-1.631527162,2.3360E-002,1549.85,2.3360E-002,1549.85,2.3360E-002,1549.85,2.3360E-002,1549.85,2.3360E-002
1549.92,-1.634699251,2.3190E-002,1549.92,2.3190E-002,1549.92,2.3190E-002,1549.92,2.3190E-002,1549.92,2.3190E-002
1549.99,-1.637517525,2.3040E-002,1549.99,2.3040E-002,1549.99,2.3040E-002,1549.99,2.3040E-002,1549.99,2.3040E-002
1550.06,-1.64054398,2.2880E-002,1550.06,2.2880E-002,1550.06,2.2880E-002,1550.06,2.2880E-002,1550.06,2.2880E-002
1550.13,-1.642636969,2.2770E-002,1550.13,2.2770E-002,1550.13,2.2770E-002,1550.13,2.2770E-002,1550.13,2.2770E-002
1550.2,-1.645315446,2.2630E-002,1550.2,2.2630E-002,1550.2,2.2630E-002,1550.2,2.2630E-002,1550.2,2.2630E-002
1550.27,-1.646468441,2.2570E-002,1550.27,2.2570E-002,1550.27,2.2570E-002,1550.27,2.2570E-002,1550.27,2.2570E-002
1550.34,-1.648783655,2.2450E-002,1550.34,2.2450E-002,1550.34,2.2450E-002,1550.34,2.2450E-002,1550.34,2.2450E-002
1550.41,-1.650722473,2.2350E-002,1550.41,2.2350E-002,1550.41,2.2350E-002,1550.41,2.2350E-002,1550.41,2.2350E-002
1550.48,-1.653255945,2.2220E-002,1550.48,2.2220E-002,1550.48,2.2220E-002,1550.48,2.2220E-002,1550.48,2.2220E-002
1550.55,-1.656197667,2.2070E-002,1550.55,2.2070E-002,1550.55,2.2070E-002,1550.55,2.2070E-002,1550.55,2.2070E-002
1550.62,-1.65915945,2.1920E-002,1550.62,2.1920E-002,1550.62,2.1920E-002,1550.62,2.1920E-002,1550.62,2.1920E-002
1550.69,-1.660946264,2.1830E-002,1550.69,2.1830E-002,1550.69,2.1830E-002,1550.69,2.1830E-002,1550.69,2.1830E-002
1550.76,-1.663540266,2.1700E-002,1550.76,2.1700E-002,1550.76,2.1700E-002,1550.76,2.1700E-002,1550.76,2.1700E-002
1550.83,-1.664742744,2.1640E-002,1550.83,2.1640E-002,1550.83,2.1640E-002,1550.83,2.1640E-002,1550.83,2.1640E-002
1550.9,-1.666351243,2.1560E-002,1550.9,2.1560E-002,1550.9,2.1560E-002,1550.9,2.1560E-002,1550.9,2.1560E-002
1550.97,-1.667763585,2.1490E-002,1550.97,2.1490E-002,1550.97,2.1490E-002,1550.97,2.1490E-002,1550.97,2.1490E-002
1551.04,-1.670602121,2.1350E-002,1551.04,2.1350E-002,1551.04,2.1350E-002,1551.04,2.1350E-002,1551.04,2.1350E-002
1551.11,-1.673664139,2.1200E-002,1551.11,2.1200E-002,1551.11,2.1200E-002,1551.11,2.1200E-002,1551.11,2.1200E-002
1551.18,-1.676335464,2.1070E-002,1551.18,2.1070E-002,1551.18,2.1070E-002,1551.18,2.1070E-002,1551.18,2.1070E-002
1551.25,-1.678194516,2.0980E-002,1551.25,2.0980E-002,1551.25,2.0980E-002,1551.25,2.0980E-002,1551.25,2.0980E-002
1551.32,-1.679645967,2.0910E-002,1551.32,2.0910E-002,1551.32,2.0910E-002,1551.32,2.0910E-002,1551.32,2.0910E-002
1551.39,-1.68131073,2.0830E-002,1551.39,2.0830E-002,1551.39,2.0830E-002,1551.39,2.0830E-002,1551.39,2.0830E-002
1551.46,-1.682772651,2.0760E-002,1551.46,2.0760E-002,1551.46,2.0760E-002,1551.46,2.0760E-002,1551.46,2.0760E-002
1551.53,-1.684869683,2.0660E-002,1551.53,2.0660E-002,1551.53,2.0660E-002,1551.53,2.0660E-002,1551.53,2.0660E-002
1551.6,-1.687611051,2.0530E-002,1551.6,2.0530E-002,1551.6,2.0530E-002,1551.6,2.0530E-002,1551.6,2.0530E-002
1551.67,-1.689519109,2.0440E-002,1551.67,2.0440E-002,1551.67,2.0440E-002,1551.67,2.0440E-002,1551.67,2.0440E-002
1551.74,-1.691649051,2.0340E-002,1551.74,2.0340E-002,1551.74,2.0340E-002,1551.74,2.0340E-002,1551.74,2.0340E-002
1551.81,-1.692717953,2.0290E-002,1551.81,2.0290E-002,1551.81,2.0290E-002,1551.81,2.0290E-002,1551.81,2.0290E-002
1551.88,-1.696156225,2.0130E-002,1551.88,2.0130E-002,1551.88,2.0130E-002,1551.88,2.0130E-002,1551.88,2.0130E-002
1551.95,-1.698535927,2.0020E-002,1551.95,2.0020E-002,1551.95,2.0020E-002,1551.95,2.0020E-002,1551.95,2.0020E-002
1552.02,-1.699621935,1.9970E-002,1552.02,1.9970E-002,1552.02,1.9970E-002,1552.02,1.9970E-002,1552.02,1.9970E-002
1552.09,-1.700492701,1.9930E-002,1552.09,1.9930E-002,1552.09,1.9930E-002,1552.09,1.9930E-002,1552.09,1.9930E-002
1552.16,-1.702020756,1.9860E-002,1552.16,1.9860E-002,1552.16,1.9860E-002,1552.16,1.9860E-002,1552.16,1.9860E-002
1552.23,-1.7044329,1.9750E-002,1552.23,1.9750E-002,1552.23,1.9750E-002,1552.23,1.9750E-002,1552.23,1.9750E-002
1552.3,-1.707522406,1.9610E-002,1552.3,1.9610E-002,1552.3,1.9610E-002,1552.3,1.9610E-002,1552.3,1.9610E-002
1552.37,-1.708853238,1.9550E-002,1552.37,1.9550E-002,1552.37,1.9550E-002,1552.37,1.9550E-002,1552.37,1.9550E-002
1552.44,-1.708853238,1.9550E-002,1552.44,1.9550E-002,1552.44,1.9550E-002,1552.44,1.9550E-002,1552.44,1.9550E-002
1552.51,-1.710188161,1.9490E-002,1552.51,1.9490E-002,1552.51,1.9490E-002,1552.51,1.9490E-002,1552.51,1.9490E-002
1552.58,-1.713094647,1.9360E-002,1552.58,1.9360E-002,1552.58,1.9360E-002,1552.58,1.9360E-002,1552.58,1.9360E-002
1552.65,-1.714442691,1.9300E-002,1552.65,1.9300E-002,1552.65,1.9300E-002,1552.65,1.9300E-002,1552.65,1.9300E-002
1552.72,-1.716246617,1.9220E-002,1552.72,1.9220E-002,1552.72,1.9220E-002,1552.72,1.9220E-002,1552.72,1.9220E-002
1552.79,-1.718512112,1.9120E-002,1552.79,1.9120E-002,1552.79,1.9120E-002,1552.79,1.9120E-002,1552.79,1.9120E-002
1552.86,-1.718739313,1.9110E-002,1552.86,1.9110E-002,1552.86,1.9110E-002,1552.86,1.9110E-002,1552.86,1.9110E-002
1552.93,-1.72010502,1.9050E-002,1552.93,1.9050E-002,1552.93,1.9050E-002,1552.93,1.9050E-002,1552.93,1.9050E-002
1553,-1.722620025,1.8940E-002,1553,1.8940E-002,1553,1.8940E-002,1553,1.8940E-002,1553,1.8940E-002
1553.07,-1.72399801,1.8880E-002,1553.07,1.8880E-002,1553.07,1.8880E-002,1553.07,1.8880E-002,1553.07,1.8880E-002
1553.14,-1.72514968,1.8830E-002,1553.14,1.8830E-002,1553.14,1.8830E-002,1553.14,1.8830E-002,1553.14,1.8830E-002
1553.21,-1.7242281,1.8870E-002,1553.21,1.8870E-002,1553.21,1.8870E-002,1553.21,1.8870E-002,1553.21,1.8870E-002
1553.28,-1.725380381,1.8820E-002,1553.28,1.8820E-002,1553.28,1.8820E-002,1553.28,1.8820E-002,1553.28,1.8820E-002
1553.35,-1.726767166,1.8760E-002,1553.35,1.8760E-002,1553.35,1.8760E-002,1553.35,1.8760E-002,1553.35,1.8760E-002
1553.42,-1.726767166,1.8760E-002,1553.42,1.8760E-002,1553.42,1.8760E-002,1553.42,1.8760E-002,1553.42,1.8760E-002
1553.49,-1.726304412,1.8780E-002,1553.49,1.8780E-002,1553.49,1.8780E-002,1553.49,1.8780E-002,1553.49,1.8780E-002
1553.56,-1.727462223,1.8730E-002,1553.56,1.8730E-002,1553.56,1.8730E-002,1553.56,1.8730E-002,1553.56,1.8730E-002
1553.63,-1.728855682,1.8670E-002,1553.63,1.8670E-002,1553.63,1.8670E-002,1553.63,1.8670E-002,1553.63,1.8670E-002
1553.7,-1.728390699,1.8690E-002,1553.7,1.8690E-002,1553.7,1.8690E-002,1553.7,1.8690E-002,1553.7,1.8690E-002
1553.77,-1.729554092,1.8640E-002,1553.77,1.8640E-002,1553.77,1.8640E-002,1553.77,1.8640E-002,1553.77,1.8640E-002
1553.84,-1.729554092,1.8640E-002,1553.84,1.8640E-002,1553.84,1.8640E-002,1553.84,1.8640E-002,1553.84,1.8640E-002
1553.91,-1.730253627,1.8610E-002,1553.91,1.8610E-002,1553.91,1.8610E-002,1553.91,1.8610E-002,1553.91,1.8610E-002
1553.98,-1.730487056,1.8600E-002,1553.98,1.8600E-002,1553.98,1.8600E-002,1553.98,1.8600E-002,1553.98,1.8600E-002
1554.05,-1.731188096,1.8570E-002,1554.05,1.8570E-002,1554.05,1.8570E-002,1554.05,1.8570E-002,1554.05,1.8570E-002
1554.12,-1.732828272,1.8500E-002,1554.12,1.8500E-002,1554.12,1.8500E-002,1554.12,1.8500E-002,1554.12,1.8500E-002
1554.19,-1.734710374,1.8420E-002,1554.19,1.8420E-002,1554.19,1.8420E-002,1554.19,1.8420E-002,1554.19,1.8420E-002
1554.26,-1.736363931,1.8350E-002,1554.26,1.8350E-002,1554.26,1.8350E-002,1554.26,1.8350E-002,1554.26,1.8350E-002
1554.33,-1.737786295,1.8290E-002,1554.33,1.8290E-002,1554.33,1.8290E-002,1554.33,1.8290E-002,1554.33,1.8290E-002
1554.4,-1.748848657,1.7830E-002,1554.4,1.7830E-002,1554.4,1.7830E-002,1554.4,1.7830E-002,1554.4,1.7830E-002
1554.47,-1.779107751,1.6630E-002,1554.47,1.6630E-002,1554.47,1.6630E-002,1554.47,1.6630E-002,1554.47,1.6630E-002
1554.54,-1.813326133,1.5370E-002,1554.54,1.5370E-002,1554.54,1.5370E-002,1554.54,1.5370E-002,1554.54,1.5370E-002
1554.61,-1.846490011,1.4240E-002,1554.61,1.4240E-002,1554.61,1.4240E-002,1554.61,1.4240E-002,1554.61,1.4240E-002
1554.68,-1.855114582,1.3960E-002,1554.68,1.3960E-002,1554.68,1.3960E-002,1554.68,1.3960E-002,1554.68,1.3960E-002
1554.75,-1.857297754,1.3890E-002,1554.75,1.3890E-002,1554.75,1.3890E-002,1554.75,1.3890E-002,1554.75,1.3890E-002
1554.82,-1.858550227,1.3850E-002,1554.82,1.3850E-002,1554.82,1.3850E-002,1554.82,1.3850E-002,1554.82,1.3850E-002
1554.89,-1.860120914,1.3800E-002,1554.89,1.3800E-002,1554.89,1.3800E-002,1554.89,1.3800E-002,1554.89,1.3800E-002
1554.96,-1.861697302,1.3750E-002,1554.96,1.3750E-002,1554.96,1.3750E-002,1554.96,1.3750E-002,1554.96,1.3750E-002
1555.03,-1.862329463,1.3730E-002,1555.03,1.3730E-002,1555.03,1.3730E-002,1555.03,1.3730E-002,1555.03,1.3730E-002
1555.1,-1.864549301,1.3660E-002,1555.1,1.3660E-002,1555.1,1.3660E-002,1555.1,1.3660E-002,1555.1,1.3660E-002
1555.17,-1.866141875,1.3610E-002,1555.17,1.3610E-002,1555.17,1.3610E-002,1555.17,1.3610E-002,1555.17,1.3610E-002
1555.24,-1.867420152,1.3570E-002,1555.24,1.3570E-002,1555.24,1.3570E-002,1555.24,1.3570E-002,1555.24,1.3570E-002
1555.31,-1.864549301,1.3660E-002,1555.31,1.3660E-002,1555.31,1.3660E-002,1555.31,1.3660E-002,1555.31,1.3660E-002
1555.38,-1.835944708,1.4590E-002,1555.38,1.4590E-002,1555.38,1.4590E-002,1555.38,1.4590E-002,1555.38,1.4590E-002
1555.45,-1.801342913,1.5800E-002,1555.45,1.5800E-002,1555.45,1.5800E-002,1555.45,1.5800E-002,1555.45,1.5800E-002
1555.52,-1.772113295,1.6900E-002,1555.52,1.6900E-002,1555.52,1.6900E-002,1555.52,1.6900E-002,1555.52,1.6900E-002
1555.59,-1.759450752,1.7400E-002,1555.59,1.7400E-002,1555.59,1.7400E-002,1555.59,1.7400E-002,1555.59,1.7400E-002
1555.66,-1.761201437,1.7330E-002,1555.66,1.7330E-002,1555.66,1.7330E-002,1555.66,1.7330E-002,1555.66,1.7330E-002
1555.73,-1.761702932,1.7310E-002,1555.73,1.7310E-002,1555.73,1.7310E-002,1555.73,1.7310E-002,1555.73,1.7310E-002
1555.8,-1.762959209,1.7260E-002,1555.8,1.7260E-002,1555.8,1.7260E-002,1555.8,1.7260E-002,1555.8,1.7260E-002
1555.87,-1.76421913,1.7210E-002,1555.87,1.7210E-002,1555.87,1.7210E-002,1555.87,1.7210E-002,1555.87,1.7210E-002
1555.94,-1.766242637,1.7130E-002,1555.94,1.7130E-002,1555.94,1.7130E-002,1555.94,1.7130E-002,1555.94,1.7130E-002
1556.01,-1.767257937,1.7090E-002,1556.01,1.7090E-002,1556.01,1.7090E-002,1556.01,1.7090E-002,1556.01,1.7090E-002
1556.08,-1.76853041,1.7040E-002,1556.08,1.7040E-002,1556.08,1.7040E-002,1556.08,1.7040E-002,1556.08,1.7040E-002
1556.15,-1.771086594,1.6940E-002,1556.15,1.6940E-002,1556.15,1.6940E-002,1556.15,1.6940E-002,1556.15,1.6940E-002
1556.22,-1.772884917,1.6870E-002,1556.22,1.6870E-002,1556.22,1.6870E-002,1556.22,1.6870E-002,1556.22,1.6870E-002
1556.29,-1.775208044,1.6780E-002,1556.29,1.6780E-002,1556.29,1.6780E-002,1556.29,1.6780E-002,1556.29,1.6780E-002
1556.36,-1.776244546,1.6740E-002,1556.36,1.6740E-002,1556.36,1.6740E-002,1556.36,1.6740E-002,1556.36,1.6740E-002
1556.43,-1.777803954,1.6680E-002,1556.43,1.6680E-002,1556.43,1.6680E-002,1556.43,1.6680E-002,1556.43,1.6680E-002
1556.5,-1.779891912,1.6600E-002,1556.5,1.6600E-002,1556.5,1.6600E-002,1556.5,1.6600E-002,1556.5,1.6600E-002
1556.57,-1.781989957,1.6520E-002,1556.57,1.6520E-002,1556.57,1.6520E-002,1556.57,1.6520E-002,1556.57,1.6520E-002
1556.64,-1.784362437,1.6430E-002,1556.64,1.6430E-002,1556.64,1.6430E-002,1556.64,1.6430E-002,1556.64,1.6430E-002
1556.71,-1.785951321,1.6370E-002,1556.71,1.6370E-002,1556.71,1.6370E-002,1556.71,1.6370E-002,1556.71,1.6370E-002
1556.78,-1.788612447,1.6270E-002,1556.78,1.6270E-002,1556.78,1.6270E-002,1556.78,1.6270E-002,1556.78,1.6270E-002
1556.85,-1.790753151,1.6190E-002,1556.85,1.6190E-002,1556.85,1.6190E-002,1556.85,1.6190E-002,1556.85,1.6190E-002
1556.92,-1.792634963,1.6120E-002,1556.92,1.6120E-002,1556.92,1.6120E-002,1556.92,1.6120E-002,1556.92,1.6120E-002
1556.99,-1.795608668,1.6010E-002,1556.99,1.6010E-002,1556.99,1.6010E-002,1556.99,1.6010E-002,1556.99,1.6010E-002
1557.06,-1.797784224,1.5930E-002,1557.06,1.5930E-002,1557.06,1.5930E-002,1557.06,1.5930E-002,1557.06,1.5930E-002
1557.13,-1.799423073,1.5870E-002,1557.13,1.5870E-002,1557.13,1.5870E-002,1557.13,1.5870E-002,1557.13,1.5870E-002
1557.2,-1.801893001,1.5780E-002,1557.2,1.5780E-002,1557.2,1.5780E-002,1557.2,1.5780E-002,1557.2,1.5780E-002
1557.27,-1.805208242,1.5660E-002,1557.27,1.5660E-002,1557.27,1.5660E-002,1557.27,1.5660E-002,1557.27,1.5660E-002
1557.34,-1.807153885,1.5590E-002,1557.34,1.5590E-002,1557.34,1.5590E-002,1557.34,1.5590E-002,1557.34,1.5590E-002
1557.41,-1.809668302,1.5500E-002,1557.41,1.5500E-002,1557.41,1.5500E-002,1557.41,1.5500E-002,1557.41,1.5500E-002
1557.48,-1.813326133,1.5370E-002,1557.48,1.5370E-002,1557.48,1.5370E-002,1557.48,1.5370E-002,1557.48,1.5370E-002
1557.55,-1.815308569,1.5300E-002,1557.55,1.5300E-002,1557.55,1.5300E-002,1557.55,1.5300E-002,1557.55,1.5300E-002
