frequency_hz,amplitude_ch1,amplitude_ch2
0.0,1.18102276,0.107314975
1.0,0.20441012930966299,0.20907953387589112
2.0,0.1846483513363547,0.40805248328337135
3.0,0.20699209268470728,0.15234171746862743
4.0,0.12539598043622424,0.08440778276558206
5.0,0.2069004608916932,1.5822022881137852
6.0,0.1268510787425663,0.044728245182125426
7.0,0.03866036482689742,0.05974627997883796
8.0,0.06302210701322734,0.14586826743302897
9.0,0.07622532042992562,0.060668136354681886
10.0,0.09496786436333646,0.031273327613615405
