frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.72246149,0.21844639999999999
0.5,0.2092149744671625,0.004454006546438112
1.0,0.06719986031784478,0.009200387135916912
1.5,0.058059637685618934,0.006080469296953154
2.0,0.041322859287630985,0.008029041363361607
2.5,0.05012227319846219,0.01568455735410612
3.0,0.1602456003476141,1.8188571774745403
3.5,0.04253354731772203,0.020589545180501226
4.0,0.016600348854699576,0.007480710082478177
4.5,0.014873527026389567,0.008277238425591745
5.0,0.009924208990677134,0.013655256638915375
5.5,0.007159788866677673,0.006615662007297099
6.0,0.05328411530518645,0.1273084344240411
6.5,0.0024028870604367557,0.0019658404505827247
7.0,0.012606033480483073,0.0013175116066790195
7.5,0.008625017617888888,0.0004175111995554241
8.0,0.00914325080722315,0.0016116514444017105
8.5,0.01247167939393049,0.003398778719285903
9.0,0.031094107311462064,0.035540725482085055
9.5,0.01484662663713964,0.0014076250993969863
10.0,0.01239706649755868,0.002290516169660834
