frequency_hz,amplitude_ch1,amplitude_ch2
0.0,0.43188568000000005,0.23902832000000002
0.5,0.19891831739508792,0.014781184827046366
1.0,0.07725703927072641,0.008429943166494036
1.5,0.10643547961702222,0.10140168302373521
2.0,0.022584805388075502,0.01821877176741788
2.5,0.07834035237165834,0.030401450776157347
3.0,0.09415015669206453,1.7392869836094653
3.5,0.11402088746908558,0.02257548313064271
4.0,0.036614274147461726,0.011773225254820085
4.5,0.02290863188059104,0.06384527327673412
5.0,0.005526797551854681,0.0050700553654582665
5.5,0.021240776198171184,0.012180843502957317
6.0,0.009842495077564047,0.09737499631280756
6.5,0.024957061428960862,0.004653104206502976
7.0,0.01055813872947631,0.003659193695971623
7.5,0.0037328862871733232,0.011827684636723254
8.0,0.0037763774633865913,0.0018644013148622904
8.5,0.00553187385144626,0.0025824463466148583
9.0,0.00833461381866998,0.022728610817205445
9.5,0.01156306170584897,0.002699390878708326
10.0,0.00921247806406451,0.002487184000494358
